[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,taxation,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth,avg-diff
211,100,0,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0628318257194333,27,63.8719,26433,-1.725
212,100,10,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0593362848476864,0,68.3051,27896,-1.705
213,100,20,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0600175481077796,0,75.0353,30542,-1.71
214,100,30,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0559295938550629,0,79.103525,32007,-1.95
215,100,40,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0535806040150828,0,83.870975,33060,-1.48
216,100,50,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0531580436216981,0,91.0755,37388,-2.215
217,100,60,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0487858732346794,0,93.83255,38142,-2.155
218,100,70,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0476466071964945,0,99.858575,40133,-1.645
219,100,80,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.051741514102204,0,101.997975,40814,-1.935
220,100,90,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0495656657397441,0,106.5808,42856,-2.475
221,100,100,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.051741514102204,0,101.997975,40814,-1.935
222,100,110,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.051741514102204,0,101.997975,40814,-1.935
223,100,120,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.051741514102204,0,101.997975,40814,-1.935
224,100,130,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.051741514102204,0,101.997975,40814,-1.935
225,100,140,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.051741514102204,0,101.997975,40814,-1.935
226,100,150,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.051741514102204,0,101.997975,40814,-1.935
227,100,160,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.051741514102204,0,101.997975,40814,-1.935
228,100,170,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.051741514102204,0,101.997975,40814,-1.935
229,100,180,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.051741514102204,0,101.997975,40814,-1.935
230,100,190,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.051741514102204,0,101.997975,40814,-1.935
231,100,200,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.051741514102204,0,101.997975,40814,-1.935
