[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,taxation,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth
208,90,180,color-agents-by-decile,uniform-collection,UBI,400,0,0.0620182590797009,0,91.802425,37922
209,90,190,color-agents-by-decile,uniform-collection,UBI,400,0,0.0620182590797009,0,91.802425,37922
210,90,200,color-agents-by-decile,uniform-collection,UBI,400,0,0.0620182590797009,0,91.802425,37922
211,100,0,color-agents-by-decile,uniform-collection,UBI,400,1000,0.118888131439457,6,62.3149,24433
212,100,10,color-agents-by-decile,uniform-collection,UBI,400,1000,0.103959173749182,0,64.9173,27473
213,100,20,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0913469682504523,0,71.012225,29257
214,100,30,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0841467839849243,0,77.39155,30488
215,100,40,color-agents-by-decile,uniform-collection,UBI,400,1000,0.074968201205505,0,82.10445,33258
216,100,50,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0682067857729188,0,88.67865,35832
217,100,60,color-agents-by-decile,uniform-collection,UBI,400,1000,0.065766297959549,0,91.983475,36485
218,100,70,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0611608338156921,0,95.1336,39389
219,100,80,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0552084657395022,0,96.676,39265
220,100,90,color-agents-by-decile,uniform-collection,UBI,400,1000,0.051633025502872,0,108.0124,42911
221,100,100,color-agents-by-decile,uniform-collection,UBI,400,0,0.0552084657395022,0,96.676,39265
222,100,110,color-agents-by-decile,uniform-collection,UBI,400,0,0.0552084657395022,0,96.676,39265
223,100,120,color-agents-by-decile,uniform-collection,UBI,400,0,0.0552084657395022,0,96.676,39265
224,100,130,color-agents-by-decile,uniform-collection,UBI,400,0,0.0552084657395022,0,96.676,39265
225,100,140,color-agents-by-decile,uniform-collection,UBI,400,0,0.0552084657395022,0,96.676,39265
226,100,150,color-agents-by-decile,uniform-collection,UBI,400,0,0.0552084657395022,0,96.676,39265
227,100,160,color-agents-by-decile,uniform-collection,UBI,400,0,0.0552084657395022,0,96.676,39265
228,100,170,color-agents-by-decile,uniform-collection,UBI,400,0,0.0552084657395022,0,96.676,39265
229,100,180,color-agents-by-decile,uniform-collection,UBI,400,0,0.0552084657395022,0,96.676,39265
230,100,190,color-agents-by-decile,uniform-collection,UBI,400,0,0.0552084657395022,0,96.676,39265
231,100,200,color-agents-by-decile,uniform-collection,UBI,400,0,0.0552084657395022,0,96.676,39265
232,110,0,color-agents-by-decile,uniform-collection,UBI,400,1000,0.108398748602556,4,67.7669,27948
233,110,10,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0963704794602625,0,73.09375,29822
234,110,20,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0890044216457016,0,76.87115,31969
235,110,30,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0812887208917801,0,84.586225,33266
